From	Entry	Transmembrane	Transit peptide	Gene Ontology (cellular component)
Q8RXK8	Q8RXK8		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; mitochondrion [GO:0005739]
Q9UUF2	Q9UUF2			aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; methionyl glutamyl tRNA synthetase complex [GO:0017102]; polysome [GO:0005844]
Q9M2T9	Q9M2T9		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; mitochondrion [GO:0005739]
Q7ZYV9	Q7ZYV9			cytoplasm [GO:0005737]; nuclear stress granule [GO:0097165]
O23247	O23247		"TRANSIT 1..53; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0007744|PubMed:22223895"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
P93736	P93736		"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:25732537"""	chloroplast [GO:0009507]; cytosol [GO:0005829]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]
P0CE95	P0CE95			cell cortex [GO:0005938]; cytoskeleton [GO:0005856]
Q197W8	Q197W8			cytoskeleton [GO:0005856]; nucleolus [GO:0005730]; phragmoplast [GO:0009524]
Q8T0D4	Q8T0D4			chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9D9D3	Q9D9D3			acrosomal vesicle [GO:0001669]; cytoskeleton [GO:0005856]; sperm midpiece [GO:0097225]
Q3MII6	Q3MII6			autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]
O23627	O23627		"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]
O74858	O74858		"TRANSIT 1..18; /note=""Mitochondrion""; /evidence=""ECO:0000305"""	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9FYR6	Q9FYR6		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q99K90	Q99K90			cytosol [GO:0005829]; endosome membrane [GO:0010008]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]
Q9H2K8	Q9H2K8			cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
O04630	O04630		"TRANSIT 1..21; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plant-type cell wall [GO:0009505]; plastid [GO:0009536]
F4KE63	F4KE63		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
O14160	O14160		"TRANSIT 1..90; /note=""Mitochondrion"""	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
O74890	O74890		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P48527, ECO:0000255"""	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9P3W1	Q9P3W1			nucleus [GO:0005634]; transcription factor TFIIE complex [GO:0005673]
Q8TGM6	Q8TGM6			mitochondrion [GO:0005739]
Q4KMP7	Q4KMP7			cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9BQ70	Q9BQ70			nucleus [GO:0005634]; RQC complex [GO:1990112]
Q9BT92	Q9BT92			apical cortex [GO:0045179]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; desmosome [GO:0030057]; keratin filament [GO:0045095]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
O74428	O74428			cell division site [GO:0032153]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; TORC1 complex [GO:0031931]
Q13428	Q13428			cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
P42938	P42938			cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q5VCS6	Q5VCS6			chromatoid body [GO:0033391]; P granule [GO:0043186]; pi-body [GO:0071546]
Q3Y452	Q3Y452			cytoplasm [GO:0005737]
Q498E2	Q498E2			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q7K4M4	Q7K4M4			autosome [GO:0030849]; nucleus [GO:0005634]
Q94K73	Q94K73		"TRANSIT 1..53; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000255, ECO:0007744|PubMed:22223895"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q6AYQ3	Q6AYQ3		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P08425	P08425		"TRANSIT 1..17; /note=""Mitochondrion"""	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P38705	P38705			cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9P6I0	Q9P6I0			mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q8RXE9	Q8RXE9		"TRANSIT 1..52; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0007744|PubMed:22223895"""	chloroplast [GO:0009507]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
P87121	P87121			cell division site [GO:0032153]; chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q9H2D6	Q9H2D6			actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; nucleus [GO:0005634]; stereocilium base [GO:0120044]
Q69ZR9	Q69ZR9			heterochromatin [GO:0000792]; nucleoplasm [GO:0005654]
Q10490	Q10490			cytosol [GO:0005829]
Q92750	Q92750			cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; transcription factor TFIID complex [GO:0005669]
O42870	O42870			cytoplasm [GO:0005737]; cytosol [GO:0005829]; phenylalanine-tRNA ligase complex [GO:0009328]
Q9EPM5	Q9EPM5			cytoplasm [GO:0005737]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; neuromuscular junction [GO:0031594]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]; Z disc [GO:0030018]
O94567	O94567			cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q8RWT8	Q8RWT8		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q9QXE4	Q9QXE4			autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nucleus [GO:0005634]; PML body [GO:0016605]
P21675	P21675			chromatin [GO:0000785]; MLL1 complex [GO:0071339]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription regulator complex [GO:0005667]
Q940A7	Q940A7			nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]
Q9S7N2	Q9S7N2			cytoplasm [GO:0005737]
Q9S7I0	Q9S7I0		"TRANSIT 1..55; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]
G5EGM3	G5EGM3			nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q28205	Q28205			adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; centrosome [GO:0005813]; cytosol [GO:0005829]; lateral plasma membrane [GO:0016328]
P40045	P40045			actin cortical patch [GO:0030479]; Aim21-Tda2 complex [GO:0110131]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
Q9H7E2	Q9H7E2			cytosol [GO:0005829]; DNA topoisomerase III-beta-TDRD3 complex [GO:0140225]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P61407	P61407			chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; P granule [GO:0043186]; ribonucleoprotein complex [GO:1990904]
O60132	O60132			cell cortex of cell tip [GO:0051285]; cell division site [GO:0032153]; cell tip [GO:0051286]; lateral cell cortex [GO:0097575]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; non-growing cell tip [GO:0035839]; old growing cell tip [GO:0035840]
Q0CRX8	Q0CRX8			cytoplasm [GO:0005737]
O14746	O14746			chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; mitochondrial nucleoid [GO:0042645]; nuclear speck [GO:0016607]; nuclear telomere cap complex [GO:0000783]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; RNA-directed RNA polymerase complex [GO:0031379]; telomerase catalytic core complex [GO:0000333]; telomerase holoenzyme complex [GO:0005697]; TERT-RMRP complex [GO:1990572]
Q14BK3	Q14BK3			microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]
Q96QE5	Q96QE5		"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]
Q6AXV2	Q6AXV2			axonemal microtubule [GO:0005879]; microtubule cytoskeleton [GO:0015630]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]
A8J8F6	A8J8F6			cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]
F8VPN2	F8VPN2			cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q53QW1	Q53QW1			cytoplasm [GO:0005737]
Q9VW27	Q9VW27			nucleus [GO:0005634]
P33339	P33339			cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIIIC complex [GO:0000127]
P19484	P19484			chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lysosomal membrane [GO:0005765]; nucleus [GO:0005634]
Q9SDW0	Q9SDW0			nucleus [GO:0005634]
Q8L773	Q8L773			nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q94EH8	Q94EH8			mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q93VM9	Q93VM9			nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]
Q69P94	Q69P94			cytosol [GO:0005829]; nucleus [GO:0005634]
Q8GSI0	Q8GSI0			nucleus [GO:0005634]
Q8SKU2	Q8SKU2		"TRANSIT 1..64; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast inner membrane [GO:0009706]; chloroplast stroma [GO:0009570]; chloroplast thylakoid membrane protein complex [GO:0098807]
Q8W4J8	Q8W4J8			nucleus [GO:0005634]
Q9FGT8	Q9FGT8			chloroplast envelope [GO:0009941]; chloroplast membrane [GO:0031969]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; plastid [GO:0009536]
Q9I7U4	Q9I7U4			condensed nuclear chromosome [GO:0000794]; I band [GO:0031674]; sarcomere [GO:0030017]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]
P51854	P51854			cytosol [GO:0005829]; nucleus [GO:0005634]
Q9Y2B4	Q9Y2B4			chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]
O04350	O04350			cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; peroxisome [GO:0005777]
Q9NVR7	Q9NVR7			cytoplasm [GO:0005737]; spindle pole centrosome [GO:0031616]
Q60949	Q60949			cytosol [GO:0005829]; nucleus [GO:0005634]
O96876	O96876			cytoplasm [GO:0005737]
Q8WVM0	Q8WVM0		"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]
Q41738	Q41738		"TRANSIT 1..45; /note=""Chloroplast""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03158"""	chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; stromule [GO:0010319]
Q9ZST9	Q9ZST9		"TRANSIT 1..50; /note=""Chloroplast""; /evidence=""ECO:0000269|PubMed:9817756"""	chloroplast intermembrane space [GO:0031972]; membrane [GO:0016020]
Q94KE2	Q94KE2			nucleus [GO:0005634]
Q9LVI4	Q9LVI4			nucleus [GO:0005634]
Q5DP50	Q5DP50			nucleus [GO:0005634]
P00927	P00927		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]
Q6RVV4	Q6RVV4			chloroplast inner membrane [GO:0009706]
Q8H0U5	Q8H0U5		"TRANSIT 1..63; /note=""Chloroplast""; /evidence=""ECO:0000255, ECO:0007744|PubMed:22223895"""	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast inner membrane [GO:0009706]; chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; chloroplast thylakoid membrane protein complex [GO:0098807]; cytosol [GO:0005829]
O15164	O15164			cytosol [GO:0005829]; euchromatin [GO:0000791]; male germ cell nucleus [GO:0001673]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]
Q13263	Q13263			chromatin [GO:0000785]; euchromatin [GO:0000791]; heterochromatin [GO:0000792]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA polymerase II transcription regulator complex [GO:0090575]
O95359	O95359			cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q9BSH4	Q9BSH4			mitochondrion [GO:0005739]
A0A0U2UYC4	A0A0U2UYC4			cytosol [GO:0005829]; nucleus [GO:0005634]
P46677	P46677			cytosol [GO:0005829]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q7TSD4	Q7TSD4			ciliary basal body [GO:0036064]; cytosol [GO:0005829]; nucleus [GO:0005634]
O95935	O95935			chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription repressor complex [GO:0090571]
Q99MV1	Q99MV1			chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; P granule [GO:0043186]; pi-body [GO:0071546]; ribonucleoprotein complex [GO:1990904]
Q8NHU6	Q8NHU6			chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; P granule [GO:0043186]; ribonucleoprotein granule [GO:0035770]
Q6YUS3	Q6YUS3			nucleus [GO:0005634]
Q9D494	Q9D494			chromosome, telomeric region [GO:0000781]; nuclear inner membrane [GO:0005637]
Q5EU90	Q5EU90		"TRANSIT 1..68; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	mitochondrion [GO:0005739]
Q9JMB1	Q9JMB1			cytoplasm [GO:0005737]; nucleus [GO:0005634]
O82392	O82392		"TRANSIT 1..54; /note=""Chloroplast""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; plastid [GO:0009536]
O75410	O75410			cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; nucleus [GO:0005634]
Q6P1X5	Q6P1X5			nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFTC complex [GO:0033276]
Q9CXF4	Q9CXF4			cytoplasm [GO:0005737]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]
Q9ULP9	Q9ULP9			anchoring junction [GO:0070161]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; terminal bouton [GO:0043195]
Q67Z52	Q67Z52			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; phragmoplast [GO:0009524]
Q15814	Q15814			cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; microtubule [GO:0005874]; photoreceptor connecting cilium [GO:0032391]
Q02457	Q02457			chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]
Q969Z0	Q969Z0		"TRANSIT 1..107; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ribonucleoprotein granule [GO:0035770]
Q8C0V1	Q8C0V1			chromosome, telomeric region [GO:0000781]; nuclear inner membrane [GO:0005637]
Q8WUH2	Q8WUH2			CORVET complex [GO:0033263]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
G5ECG0	G5ECG0			axon [GO:0030424]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; meiotic spindle [GO:0072687]; mitotic spindle astral microtubule [GO:0061673]; mitotic spindle microtubule [GO:1990498]; perikaryon [GO:0043204]; spindle [GO:0005819]; spindle pole [GO:0000922]
Q1G7G9	Q1G7G9			centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]
E9PV87	E9PV87			centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; photoreceptor inner segment [GO:0001917]
Q66JZ4	Q66JZ4			mitochondrion [GO:0005739]
Q9BRU2	Q9BRU2			nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P38854	P38854			cytoplasm [GO:0005737]
Q9M876	Q9M876		"TRANSIT 1..?; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000305"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q9Y2Z4	Q9Y2Z4		"TRANSIT 1..16; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]
A2A9C3	A2A9C3			GATOR1 complex [GO:1990130]; GATOR2 complex [GO:0061700]; KICSTOR complex [GO:0140007]; lysosomal membrane [GO:0005765]; peroxisome [GO:0005777]
D0VWM8	D0VWM8			cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q13148	Q13148			cytoplasmic stress granule [GO:0010494]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
H6D7E6	H6D7E6			centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]
Q9BYX2	Q9BYX2			anchoring junction [GO:0070161]; cell junction [GO:0030054]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q9S7W5	Q9S7W5			chloroplast [GO:0009507]; nucleus [GO:0005634]
Q9VH38	Q9VH38		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9SMR2	Q9SMR2			cytoplasm [GO:0005737]
Q8TEA7	Q8TEA7			cytoplasm [GO:0005737]; midbody [GO:0030496]; mitotic spindle [GO:0072686]
Q8TDR4	Q8TDR4			centriole [GO:0005814]; nucleus [GO:0005634]
Q04545	Q04545			chromatin [GO:0000785]; nucleus [GO:0005634]
Q1XG89	Q1XG89			chromosome [GO:0005694]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]; P granule [GO:0043186]; PET complex [GO:1990923]
P0C5Y7	P0C5Y7			chromosome, telomeric repeat region [GO:0140445]; CST complex [GO:1990879]; telomere cap complex [GO:0000782]
F4KFT7	F4KFT7		"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q15554	Q15554			axon cytoplasm [GO:1904115]; chromosome, telomeric region [GO:0000781]; male germ cell nucleus [GO:0001673]; nuclear body [GO:0016604]; nuclear telomere cap complex [GO:0000783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; shelterin complex [GO:0070187]
Q3URK3	Q3URK3			nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Sin3 complex [GO:0016580]
Q8BG87	Q8BG87			chromosome [GO:0005694]; cytoplasm [GO:0005737]; female pronucleus [GO:0001939]; male pronucleus [GO:0001940]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8BUB4	Q8BUB4			cytoplasm [GO:0005737]; early endosome [GO:0005769]; intracellular membrane-bounded organelle [GO:0043231]; vesicle [GO:0031982]
B2LXS7	B2LXS7		"TRANSIT 1..37; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast stroma [GO:0009570]; nucleus [GO:0005634]
Q6DYE4	Q6DYE4		"TRANSIT 1..34; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; plastoglobule [GO:0010287]
Q9C8M5	Q9C8M5			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q8NI36	Q8NI36			nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]
Q17963	Q17963			cytoplasm [GO:0005737]; MLL3/4 complex [GO:0044666]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
Q8VYF7	Q8VYF7		"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	DNA repair complex [GO:1990391]; mitochondrion [GO:0005739]
Q9W415	Q9W415			cytosol [GO:0005829]; female germ cell nucleus [GO:0001674]; male germ cell nucleus [GO:0001673]; nucleus [GO:0005634]; tRNA methyltransferase complex [GO:0043527]
